respond,companySize,companyName,experience,releaseDate,recruitName,companyPlace,wages,education,companyType
,公司规模：20-99人,北京汇文利加文化传播有限公司,经验：1-3年,05-27,Java Web讲师,地点：北京,15000-20000,学历：不限,公司性质：民营
,公司规模：100-499人,无锡智慧城市建设发展有限公司,经验：1-3年,05-27,大数据开发工程师,地点：无锡-滨湖区,8001-10000,学历：本科,公司性质：股份制企业
100%,公司规模：100-499人,北京奇酷方舟信息技术有限公司郑州分公司,经验：1-3年,15天前,Python大数据开发/人工智能【应届生 带薪实习】,地点：郑州-金水区,6001-8000,学历：大专,公司性质：民营
80%,公司规模：100-499人,深圳狗尾草智能科技有限公司,经验：1-3年,15天前,高级Python开发工程师,地点：深圳,10000-20000,学历：本科,公司性质：民营
67%,公司规模：100-499人,深圳狗尾草智能科技有限公司,经验：1-3年,15天前,高级Python开发工程师,地点：上海,10000-20000,学历：本科,公司性质：民营
,公司规模：100-499人,北京达士通信息技术有限公司,经验：3-5年,15天前,Java开发工程师,地点：石家庄,8000-12000,学历：大专,公司性质：股份制企业
100%,公司规模：100-499人,北京奇酷方舟信息技术有限公司郑州分公司,经验：3-5年,15天前,Python软件开发/程序员【零基础 带薪年假】,地点：郑州-金水区,6001-8000,学历：大专,公司性质：民营
63%,公司规模：500-999人,哈尔滨工大特种机器人有限公司北京分公司,经验：3-5年,15天前,市场分析师,地点：北京,6000-7000,学历：本科,公司性质：国企
59%,公司规模：500-999人,盐城优易数据有限公司,经验：3-5年,15天前,数据工程师,地点：盐城,6001-8000,学历：不限,公司性质：国企
,公司规模：20-99人,玖桔(北京)教育科技有限公司西安办事处,经验：3-5年,15天前,原创 写作人员,地点：西安,4000-8000,学历：不限,公司性质：股份制企业
,公司规模：20-99人,苏州星科元信息科技有限公司,经验：3-5年,15天前,数据管理  双休  五险一金,地点：苏州,4001-6000,学历：不限,公司性质：民营
100%,公司规模：20-99人,江苏泰赋星通信技术有限公司,经验：3-5年,15天前,web前端(前后都会者优先),地点：南京,7000-14000,学历：大专,公司性质：民营
,公司规模：10000人以上,阿里巴巴集团,经验：3-5年,15天前,高德-离线架构资深研发工程师,地点：北京,面议,经验：3-5年,公司性质：合资
100%,公司规模：20-99人,"苏州,网络科技有限公司",经验：3-5年,15天前,微信小程序业务代表,地点：昆山,8001-10000,学历：大专,公司性质：民营
,公司规模：20-99人,"苏州,网络科技有限公司",经验：3-5年,15天前,seo优化专员,地点：昆山,4001-6000,学历：不限,公司性质：民营
,公司规模：20-99人,"苏州,网络科技有限公司",经验：3-5年,15天前,微信小程序电话顾问,地点：昆山,4001-6000,学历：不限,公司性质：民营
76%,公司规模：100-499人,深圳狗尾草智能科技有限公司,经验：3-5年,15天前,高级Python开发工程师,地点：深圳-南山区,15000-25000,学历：不限,公司性质：民营
,公司规模：10000人以上,阿里巴巴集团,经验：3-5年,15天前,闲鱼拍卖大众拍-资深Java开发工程师,地点：杭州,面议,经验：3-5年,公司性质：合资
,公司规模：20-99人,北京中复康养老服务股份有限公司,经验：5-10年,15天前,高级java工程师,地点：北京-朝阳区,18000-30000,学历：本科,公司性质：股份制企业
100%,公司规模：100-499人,广州市古哩古哩电子商务有限公司,经验：3-5年,15天前,网络数据采集开发员,地点：广州-黄埔区,10001-15000,学历：本科,公司性质：其它
92%,公司规模：1000-9999人,深圳瑞银信信息技术有限公司北京分公司,经验：3-5年,15天前,数据处理,地点：北京,15000-30000,学历：本科,公司性质：民营
,公司规模：20-99人,河北荣森新能源科技有限公司,经验：3-5年,15天前,SEM SEO引擎优化,地点：石家庄-裕华区,2500-5000,学历：不限,公司性质：股份制企业
,公司规模：20-99人,广州华优网络科技有限公司,经验：无经验,15天前,Android APP开发工程师 Java开发工程师,地点：广州,2001-4000,学历：不限,公司性质：民营
66%,公司规模：1000-9999人,游族网络,经验：1-3年,15天前,数据开发工程师,地点：北京,12000-18000,学历：不限,公司性质：上市公司
64%,公司规模：100-499人,四川锦程消费金融有限责任公司,经验：1-3年,15天前,数据收集岗,地点：成都,6001-8000,学历：本科,公司性质：合资
,公司规模：100-499人,上海睿资达企业管理咨询有限公司,经验：3-5年,15天前,高级java开发,地点：上海,25000-45000,学历：本科,公司性质：民营
,公司规模：100-499人,江苏网谱数据服务有限公司,经验：3-5年,15天前,Java开发工程师,地点：南京,10001-15000,学历：大专,公司性质：民营
,,,,,,,,,
,公司规模：20人以下,济南牧石皮具有限公司,,15天前,SEO网站优化，8500，双休，五险一金，午餐补助，年底双薪,地点：济南-市中区,8001-10000,学历：不限,公司性质：民营
,公司规模：20-99人,上海领程商务信息咨询有限公司,,15天前,Java开发工程师,地点：上海,15000-30000,学历：本科,公司性质：民营
,公司规模：1000-9999人,上海科技大学,,15天前,研究助理（创业与管理学院洪苏婷研究组）,地点：上海,10001-15000,学历：硕士,公司性质：事业单位
,公司规模：100-499人,上海签宝网络科技有限公司,经验：3-5年,15天前,高级流量运营经理,地点：上海,15001-20000,学历：本科,公司性质：民营
,公司规模：100-499人,上海华侨因私出入境服务有限公司,经验：3-5年,15天前,高级流量运营经理,地点：上海,15001-20000,学历：本科,公司性质：民营
93%,公司规模：500-999人,招联消费金融有限公司,经验：1-3年,15天前,大数据开发工程师,地点：深圳,15001-20000,学历：本科,公司性质：其它
,公司规模：100-499人,南京森根科技发展有限公司,经验：5-10年,15天前,大数据构架师,地点：南京,15000-30000,学历：本科,公司性质：民营
,公司规模：20-99人,北京企名片科技有限公司,经验：1-3年,15天前,ui设计师,地点：北京,8001-10000,学历：本科,公司性质：民营
,公司规模：100-499人,北京嘉配科技有限公司,经验：3-5年,15天前,数据采集工程师,地点：武汉,4000-8000,学历：本科,公司性质：股份制企业
,公司规模：20-99人,"苏州,网络科技有限公司",经验：3-5年,15天前,微信小程序客服助理,地点：昆山,4001-6000,学历：大专,公司性质：民营
,公司规模：1000-9999人,亚联财小额贷款,经验：3-5年,15天前,大数据工程师,地点：深圳,10000-20000,学历：不限,公司性质：合资
100%,公司规模：20-99人,"苏州,网络科技有限公司",经验：3-5年,15天前,储备干部,地点：昆山,8001-10000,学历：大专,公司性质：民营
100%,公司规模：20-99人,万标电子科技有限公司,经验：1-3年,15天前,ASO,地点：深圳,15000-30000,学历：大专,公司性质：民营
,公司规模：100-499人,北京知达客信息技术有限公司,经验：5-10年,15天前,S-数据采集经理,地点：北京,10001-15000,学历：本科,公司性质：民营
,公司规模：100-499人,上海晶汉信息科技有限公司,经验：3-5年,15天前,SEM/SEO专员（3-5年）,地点：上海,4001-6000,学历：大专,公司性质：民营
100%,公司规模：100-499人,广州艾美网络科技有限公司,经验：3-5年,15天前,Python高级开发工程师,地点：广州,10001-15000,学历：本科,公司性质：民营
,公司规模：100-499人,武汉文网亿联科技有限公司,经验：1-3年,15天前,C++数据采集工程师,地点：武汉-东湖新技术开发区,10001-15000,学历：本科,公司性质：民营
,公司规模：100-499人,北京宸瑞科技股份有限公司,经验：5-10年,15天前,数据采集工程师,地点：北京,15000-25000,学历：本科,公司性质：股份制企业
,公司规模：1000-9999人,上海拍拍贷金融信息服务有限公司,经验：5-10年,15天前,高级java开发工程师,地点：上海-浦东新区,20001-30000,学历：大专,公司性质：民营
,公司规模：1000-9999人,上海拍拍贷金融信息服务有限公司,经验：5-10年,15天前,Java开发工程师-北京,地点：北京,20001-30000,学历：不限,公司性质：民营
60%,公司规模：100-499人,上海汉衡称重设备有限公司,经验：5-10年,15天前,网站编辑 网络推广 做五休二,地点：上海,4000-8000,学历：大专,公司性质：合资
,公司规模：20-99人,广州柏曼品牌管理有限公司,经验：5-10年,15天前,资深电商数据分析专员,地点：广州-萝岗区,4000-8000,学历：大专,公司性质：合资
65%,公司规模：20-99人,北京百科康讯科技有限公司,经验：5-10年,15天前,搜索工程师,地点：北京-海淀区,10001-15000,学历：不限,公司性质：民营
96%,公司规模：500-999人,中文在线数字出版集团股份有限公司,经验：5-10年,15天前,数据分析师,地点：北京,15000-30000,学历：不限,公司性质：上市公司
,公司规模：20-99人,厦门鼎昇金融技术服务有限公司,经验：3-5年,15天前,产品经理,地点：厦门-思明区,8000-16000,学历：本科,公司性质：民营
80%,公司规模：20人以下,陕西凯石通数据分析有限公司,经验：1-3年,15天前,WEB前端开发,地点：西安,6001-8000,学历：本科,公司性质：民营
,公司规模：20-99人,北京睿智伯乐咨询有限公司,经验：1-3年,15天前,技术总监/经理/架构师,地点：北京,13000-25000,学历：本科,公司性质：合资
,公司规模：1000-9999人,达疆网络科技(上海)有限公司,经验：1-3年,15天前,算法工程师,地点：北京-大兴区,15000-30000,学历：硕士,公司性质：外商独资
,公司规模：1000-9999人,江苏传智播客教育科技股份有限公司北京分公司,经验：1-3年,15天前,Python讲师,地点：郑州,10000-20000,学历：大专,公司性质：民营
91%,公司规模：100-499人,大连蒂艾斯科技发展股份有限公司,经验：1-3年,15天前,数据分析师,地点：大连-甘井子区,8001-10000,学历：不限,公司性质：民营
69%,公司规模：100-499人,北京中科联通科技有限责任公司,经验：1-3年,15天前,软件工程师（JAVA 中级）/java开发工程师,地点：郑州,6000-10000,学历：本科,公司性质：民营
,公司规模：1000-9999人,北京嘀嘀无限科技发展有限公司 ,经验：1-3年,15天前,行业数据挖掘专家-平台运营(J14555),地点：北京,10001-15000,学历：不限,公司性质：外商独资
,公司规模：100-499人,杭州钱塘大数据交易中心有限公司,经验：3-5年,15天前,数据挖掘工程师,地点：杭州-萧山区,10000-15000,学历：本科,公司性质：股份制企业
71%,公司规模：100-499人,上海赢他网络科技有限公司,经验：3-5年,15天前,数据挖掘工程师/大数据开发工程师,地点：上海,6001-8000,学历：大专,公司性质：民营
,公司规模：20-99人,西安具臻信息技术有限公司,经验：3-5年,15天前,后端JAVA工程师,地点：北京-海淀区,10001-15000,学历：不限,公司性质：民营
,公司规模：20-99人,三亚市信息化基础设施投资建设发展有限公司,经验：3-5年,15天前,Java工程师（大数据方向）,地点：合肥,7000-14000,学历：本科,公司性质：国企
,公司规模：1000-9999人,去哪儿网旅游度假事业部 ,经验：3-5年,15天前,Python高级研发工程师-度假事业部(J11528),地点：北京-海淀区,20001-30000,学历：本科,公司性质：上市公司
,公司规模：20-99人,郑州美刀乐计算机信息技术有限公司,经验：1年以下,15天前,产品数据分析/产品经理 外贸运营经理,地点：郑州,4001-6000,学历：大专,公司性质：民营
,公司规模：20-99人,安徽中意之旅信息科技有限公司,经验：1-3年,15天前,JAVA开发工程师,地点：合肥,4001-6000,学历：本科,公司性质：其它
,公司规模：20-99人,安徽中意之旅信息科技有限公司,经验：1-3年,15天前,JAVA开发工程师,地点：淮南,4001-6000,学历：本科,公司性质：其它
,公司规模：20-99人,上海润客投资控股有限公司,经验：1-3年,15天前,Python数据开发工程师,地点：上海-杨浦区,8000-16000,学历：本科,公司性质：民营
,公司规模：20-99人,河北鹏翔科技有限公司,经验：1-3年,15天前,SEO、SEM,地点：石家庄,2001-4000,学历：大专,公司性质：民营
100%,公司规模：100-499人,河南奇酷信息技术有限公司,经验：1-3年,15天前,Python开发（机器学习）【可无经验 带薪实习】,地点：郑州-金水区,6001-8000,学历：大专,公司性质：民营
,公司规模：100-499人,贵州合石电子商务有限公司,经验：1-3年,15天前,java开发工程师（小贷）,地点：贵阳,6001-8000,学历：本科,公司性质：股份制企业
94%,公司规模：1000-9999人,厦门市美亚柏科信息股份有限公司,经验：3-5年,15天前,C++研发工程师（云数据获取方向）,地点：西安-雁塔区,8000-16000,学历：本科,公司性质：上市公司
,公司规模：100-499人,杭州群核信息技术有限公司,经验：3-5年,15天前,资深SEO工程师,地点：杭州-拱墅区,10000-20000,学历：不限,公司性质：民营
,公司规模：20-99人,上海晏鼠计算机技术有限公司,经验：1-3年,15天前,Java开发工程师,地点：上海,8001-10000,学历：大专,公司性质：民营
75%,公司规模：1000-9999人,北京辰安科技股份有限公司,经验：1-3年,15天前,自动化运维/DevOps工程师(000895),地点：北京-海淀区,10001-15000,学历：本科,公司性质：上市公司
,公司规模：20-99人,浙江踏潮网络科技有限公司,经验：1-3年,15天前,后端研发工程师,地点：杭州,8000-15000,学历：本科,公司性质：民营
,公司规模：10000人以上,京东商城总部 ,经验：1-3年,15天前,（无人机）数据挖掘工程师(022113),地点：北京,面议,经验：5-10年,公司性质：民营
,公司规模：100-499人,成都数联铭品科技有限公司,经验：1-3年,15天前,数据部,地点：合肥-经济技术开发区,3500-7000,学历：本科,公司性质：民营
,公司规模：20-99人,云蜂科技有限公司,经验：3-5年,15天前,Python工程师,地点：北京,15001-20000,学历：本科,公司性质：民营
86%,公司规模：100-499人,湛江派禾实业有限公司,经验：1-3年,15天前,海外及国内SEO优化工程师,地点：深圳-南山区,6000-10000,学历：本科,公司性质：民营
,公司规模：10000人以上,博彦科技股份有限公司,经验：3-5年,15天前,大数据项目经理-北京-02368,地点：北京,15001-20000,学历：本科,公司性质：上市公司
,公司规模：10000人以上,博彦科技股份有限公司,经验：3-5年,15天前,技术总监-北京-02367,地点：北京,25000-30000,学历：不限,公司性质：上市公司
50%,公司规模：100-499人,苏州橘子网络科技有限公司,经验：3-5年,15天前,SEO主管,地点：苏州,4000-7000,学历：不限,公司性质：民营
,公司规模：100-499人,上海讯飞瑞元信息技术有限公司,经验：1-3年,15天前,算法工程师,地点：合肥,10000-20000,学历：本科,公司性质：民营
,公司规模：20-99人,北京邦孚力德商务服务有限公司,经验：3-5年,15天前,数据清洗工程师,地点：北京-海淀区,10001-15000,学历：本科,公司性质：民营
,公司规模：20-99人,武汉理工大学数字传播工程研究中心,经验：3-5年,15天前,Python及数据平台开发工程师,地点：武汉,8000-13000,学历：本科,公司性质：股份制企业
100%,公司规模：500-999人,广州渠道拓展信息科技有限公司,经验：1-3年,15天前,高薪急聘SEO优化专员（提供住宿食堂）,地点：广州,4000-8000,学历：大专,公司性质：民营
,,,,,,,,,
77%,公司规模：20-99人,汉高达贸易(深圳)有限公司,,15天前,网站推广员 网站优化SEO 电子商务  网站运营,地点：深圳,6001-8000,学历：不限,公司性质：民营
,公司规模：20-99人,北京看了吗视频信息技术有限公司,经验：1-3年,15天前,视频抓取工程师,地点：北京,15000-30000,学历：本科,公司性质：民营
,公司规模：1000-9999人,绿盟科技,经验：1-3年,15天前,大数据研发工程师（西安）,地点：西安-高新技术产业开发区,10001-15000,学历：不限,公司性质：股份制企业
,公司规模：1000-9999人,绿盟科技,经验：无经验,15天前,大数据研发实习生（西安）,地点：西安-高新技术产业开发区,2001-4000,学历：本科,公司性质：股份制企业
,公司规模：100-499人,北京和堂金服科技股份公司,经验：无经验,15天前,数据分析师,地点：北京-朝阳区,7000-12000,学历：不限,公司性质：民营
,公司规模：20-99人,广州市掌宇计算机科技有限公司,经验：3-5年,15天前,数据库系统工程师,地点：广州,10001-15000,学历：大专,公司性质：民营
,公司规模：20-99人,浙江至讯科技有限公司,经验：1-3年,15天前,运维工程师,地点：杭州-拱墅区,8000-15000,学历：大专,公司性质：民营
,公司规模：1000-9999人,广东省电信规划设计院有限公司,经验：1-3年,15天前,大数据开发工程师,地点：广州,10001-15000,学历：本科,公司性质：国企
50%,公司规模：100-499人,中译语通科技(青岛)有限公司,经验：1-3年,15天前,Python开发工程师,地点：青岛-青岛高新技术产业开发区,6000-10000,学历：大专,公司性质：国企
,公司规模：20-99人,北京芸投数据技术有限公司,经验：3-5年,15天前,数据挖掘（沈阳）,地点：北京,10001-15000,学历：本科,公司性质：其它
,公司规模：20-99人,北京奥德信诺广告有限公司,经验：1-3年,15天前,技术开发,地点：北京,6001-8000,学历：大专,公司性质：民营
100%,公司规模：500-999人,深圳市大众联合实业有限公司,经验：5-10年,15天前,.net资深程序员,地点：深圳,12000-18000,学历：本科,公司性质：民营
,公司规模：20-99人,秦皇岛中科百捷电子信息科技有限公司,经验：1-3年,15天前,运维工程师,地点：秦皇岛,3000-4000,学历：本科,公司性质：民营
,公司规模：100-499人,武汉嘉锐投资担保有限公司,经验：1-3年,15天前,php高级开发工程师,地点：武汉,10001-15000,学历：本科,公司性质：民营
,公司规模：500-999人,北京国双科技有限公司 ,经验：1-3年,15天前,Python开发工程师,地点：北京-海淀区,10000-20000,学历：本科,公司性质：上市公司
,公司规模：100-499人,深圳市九洲电器有限公司,经验：1-3年,15天前,网络应用工程师,地点：深圳-南山区,8000-16000,学历：本科,公司性质：上市公司
,公司规模：100-499人,中国大百科全书出版社有限公司,经验：1-3年,15天前,数据分析工程师,地点：北京-西城区,8000-10000,学历：硕士,公司性质：国企
100%,公司规模：20-99人,武汉信泽宽克科技有限责任公司,经验：1-3年,15天前,量化工程师,地点：武汉-武昌区,6001-8000,学历：不限,公司性质：事业单位
,公司规模：20-99人,上海知临信息技术有限公司,经验：3-5年,15天前,python开发工程师,地点：上海-闵行区,8000-12000,学历：本科,公司性质：民营
,公司规模：1000-9999人,北京网库信息技术股份有限公司,经验：3-5年,15天前,大数据开发工程师,地点：北京,15001-20000,学历：本科,公司性质：上市公司
94%,公司规模：20-99人,长沙原形信息技术有限公司,经验：3-5年,15天前,Python开发,地点：长沙-岳麓区,8001-10000,学历：本科,公司性质：民营
69%,公司规模：1000-9999人,唯品会(中国)有限公司 ,经验：5-10年,15天前,资深JAVA开发工程师（搜索算法方向）(13651),地点：北京,20000-40000,学历：本科,公司性质：上市公司
,公司规模：20-99人,数娱汇(北京)信息科技有限公司,经验：5-10年,15天前,数据采集实习生,地点：北京,4001-6000,学历：本科,公司性质：民营
,公司规模：1000-9999人,中企动力科技股份有限公司 ,经验：5-10年,15天前,Java开发工程师,地点：北京,15000-25000,学历：大专,公司性质：股份制企业
,公司规模：1000-9999人,中国信息通信研究院,经验：3-5年,15天前,数据工程师,地点：北京-海淀区,15001-20000,学历：本科,公司性质：事业单位
,公司规模：1000-9999人,北京立思辰新技术有限公司,经验：1-3年,15天前,Python开发工程师,地点：北京,15001-20000,学历：大专,公司性质：上市公司
93%,公司规模：20-99人,北京乐铺网络科技有限公司,经验：3-5年,15天前,php高级开发工程师,地点：北京-朝阳区,15001-20000,学历：本科,公司性质：民营
,公司规模：1000-9999人,四川金投金融电子服务股份有限公司,经验：1-3年,15天前,Java工程师,地点：成都,8001-10000,学历：本科,公司性质：上市公司
100%,公司规模：20-99人,邯郸市伯函网络科技有限公司,经验：1-3年,15天前,网站建设/织梦cms/web前端工程师,地点：邯郸,2001-4000,学历：不限,公司性质：民营
99%,公司规模：20-99人,杭州卫数信息科技有限公司,经验：5-10年,15天前,PHP高级工程师,地点：杭州-萧山区,15000-25000,学历：本科,公司性质：民营
94%,公司规模：20-99人,邯郸市伯函网络科技有限公司,经验：1-3年,15天前,网站建设/web前端工程师,地点：邯郸,2001-4000,学历：不限,公司性质：民营
93%,公司规模：20-99人,邯郸市伯函网络科技有限公司,经验：1年以下,15天前,网站建设/web前端工程师,地点：邯郸,4001-6000,学历：大专,公司性质：民营
75%,公司规模：500-999人,福建特力惠信息科技股份有限公司,经验：5-10年,15天前,项目经理（JAVA）,地点：福州,10000-15000,学历：不限,公司性质：民营
,公司规模：20人以下,南京大峡谷信息科技有限公司,经验：5-10年,15天前,Java开发工程师（后台方向）,地点：南京-栖霞区,4001-6000,学历：大专,公司性质：民营
,公司规模：20人以下,广州火焰信息科技有限公司,经验：1-3年,15天前,数据采集工程师,地点：广州-海珠区,7000-12000,学历：大专,公司性质：民营
100%,公司规模：100-499人,天津爱波瑞科技发展有限公司,经验：1-3年,15天前,大数据中高级人才,地点：广州-白云区,20000-35000,学历：本科,公司性质：民营
,公司规模：20-99人,南昌市晶通照明工程有限公司,经验：1年以下,15天前,Ebay运营销售,地点：南昌-南昌高新区,2001-4000,学历：大专,公司性质：民营
,公司规模：20-99人,郑州珑凌科技有限公司,经验：1年以下,15天前,Python开发,地点：郑州,5000-8000,学历：不限,公司性质：民营
,公司规模：1000-9999人,深圳市长亮科技股份有限公司,经验：1年以下,15天前,数据挖掘实习生（金融行业),地点：深圳,2001-4000,学历：本科,公司性质：上市公司
,公司规模：1000-9999人,深圳市长亮科技股份有限公司,经验：1-3年,15天前,数据挖掘工程师（金融行业）,地点：深圳,10001-15000,学历：本科,公司性质：上市公司
80%,公司规模：20-99人,山东悦知教育科技有限公司,经验：1-3年,15天前,java EE 工程师,地点：济南-市中区,3000-5000,学历：大专,公司性质：民营
80%,公司规模：20-99人,河北坤安药业有限公司,经验：1-3年,15天前,医药网络主管,地点：石家庄,3000-6000,学历：本科,公司性质：股份制企业
,公司规模：20-99人,冠丰国际发展有限公司,经验：1-3年,15天前,数据抓取工程师,地点：成都,8001-10000,学历：本科,公司性质：民营
,公司规模：20-99人,冠丰国际发展有限公司,经验：1-3年,15天前,数据抓取工程师,地点：深圳,10001-15000,学历：本科,公司性质：民营
,公司规模：20-99人,冠丰国际发展有限公司,经验：1-3年,15天前,数据抓取工程师,地点：北京,10001-15000,学历：本科,公司性质：民营
,公司规模：10000人以上,海南航空股份有限公司 ,经验：5-10年,15天前,高级java工程师（大数据方向）,地点：成都,10000-18000,学历：本科,公司性质：上市公司
,公司规模：1000-9999人,新国都技术股份有限公司,经验：1-3年,15天前,大数据开发工程师,地点：深圳,10000-20000,学历：本科,公司性质：股份制企业
,公司规模：20-99人,北京中金永嘉大数据技术有限公司,经验：1-3年,15天前,数据研发工程师,地点：北京,10001-15000,学历：本科,公司性质：民营
,公司规模：20-99人,浙江商安信息科技有限公司,经验：3-5年,15天前,Java工程师（双休）,地点：宁波,8000-15000,学历：大专,公司性质：民营
50%,公司规模：20-99人,南昌市晶通照明工程有限公司,经验：3-5年,15天前,电商美工推广,地点：南昌-南昌高新区,2001-4000,学历：不限,公司性质：民营
,公司规模：10000人以上,上海安硕信息技术股份有限公司,经验：3-5年,15天前,搜索引擎工程师,地点：上海,15000-30000,学历：本科,公司性质：上市公司
83%,公司规模：100-499人,河南奇酷信息技术有限公司,经验：3-5年,15天前,Python软件开发/前端设计【可无经验 提供住宿】,地点：郑州-金水区,6001-8000,学历：大专,公司性质：民营
,公司规模：20-99人,成都爱奔跑科技有限公司,经验：3-5年,15天前,python研发工程师,地点：成都-高新区,15001-20000,学历：不限,公司性质：民营
,公司规模：20-99人,成都爱奔跑科技有限公司,经验：3-5年,15天前,Python开发工程师,地点：成都,15001-20000,学历：大专,公司性质：民营
,公司规模：10000人以上,亚信科技(中国)有限公司,经验：3-5年,15天前,PRD-BI-大数据开发工程师-北京-E(13320170500036),地点：北京,1000元以下,学历：本科,公司性质：上市公司
,公司规模：1000-9999人,深圳市长亮科技股份有限公司,经验：3-5年,15天前,Python 数据挖掘工程师（互联网银行）,地点：成都,8001-10000,学历：本科,公司性质：上市公司
100%,公司规模：100-499人,北京奇酷方舟信息技术有限公司郑州分公司,经验：3-5年,15天前,【可无经验 项目提成】python开发（机器学习）,地点：郑州-金水区,6001-8000,学历：大专,公司性质：民营
,公司规模：100-499人,IDP教育集团,经验：3-5年,15天前,上海PHP开发工程师,地点：上海-黄浦区,8001-10000,学历：本科,公司性质：外商独资
87%,公司规模：100-499人,厦门肖年商贸有限公司,经验：3-5年,15天前,SEO,地点：北京,15001-20000,学历：不限,公司性质：合资
100%,公司规模：100-499人,河南银谷时空网络科技有限公司,经验：3-5年,15天前,Python前端开发/程序员【带薪实习 提供住宿】,地点：郑州-金水区,6001-8000,学历：大专,公司性质：股份制企业
,,,,,,,,,
,公司规模：100-499人,上海欣方智能系统有限公司,,15天前,Java高级研发工程师,地点：北京,12000-24000,学历：不限,公司性质：合资
,公司规模：20-99人,北极星电力网,经验：1-3年,15天前,ASO,地点：北京-朝阳区,6000-12000,学历：大专,公司性质：民营
,公司规模：1000-9999人,浙江核新同花顺网络信息股份有限公司,经验：无经验,15天前,运营实习生,地点：杭州-余杭区,3000-5000,学历：本科,公司性质：股份制企业
,公司规模：20-99人,江苏安迪钢结构工程有限公司,经验：1-3年,15天前,网络推广,地点：徐州-泉山区,2001-4000,学历：大专,公司性质：民营
,公司规模：20-99人,北京中复康养老服务股份有限公司,经验：5-10年,15天前,高级java工程师,地点：北京,18000-30000,学历：本科,公司性质：股份制企业
,公司规模：100-499人,北京新联财通咨询有限公司,经验：1-3年,15天前,数据抓取工程师,地点：北京,8001-10000,学历：本科,公司性质：民营
,公司规模：20-99人,中大信信用管理有限公司,经验：5-10年,15天前,大数据分析师,地点：北京,10000-20000,学历：本科,公司性质：民营
,公司规模：100-499人,北京科电航宇空间技术有限公司,经验：5-10年,15天前,高级JAVA开发工程师（数据应用方向）,地点：成都-青羊区,10000-20000,学历：不限,公司性质：民营
,公司规模：20人以下,重庆数析科技有限公司,经验：3-5年,15天前,Java软件开发工程师,地点：重庆,6000-9000,学历：本科,公司性质：民营
,公司规模：20-99人,中国商业联合会数据分析专业委员会,经验：1年以下,15天前,Python程序员,地点：北京,8001-10000,学历：本科,公司性质：其它
,公司规模：20-99人,广州极天信息技术股份有限公司,经验：3-5年,15天前,JAVA高级工程师,地点：广州-海珠区,10000-20000,学历：本科,公司性质：股份制企业
,公司规模：100-499人,精华教育科技股份有限公司,经验：3-5年,15天前,Python程序员/互联网Python开发工程师,地点：郑州,4000-8000,学历：不限,公司性质：上市公司
,公司规模：100-499人,中网数据(北京)股份有限公司,经验：5-10年,15天前,技术总监-JAVA语言,地点：北京-海淀区,30001-50000,学历：本科,公司性质：股份制企业
,公司规模：100-499人,深圳市康士柏实业有限公司,经验：5-10年,15天前,SEO专员,地点：深圳,6001-8000,学历：大专,公司性质：民营
100%,公司规模：20-99人,福州幻音网络科技有限公司,经验：5-10年,15天前,数据挖掘工程师,地点：福州,9000-12000,学历：大专,公司性质：股份制企业
,公司规模：1000-9999人,沪江教育科技(上海)股份有限公司,经验：5-10年,15天前,python开发工程师(J10904),地点：北京,30001-50000,学历：不限,公司性质：民营
,公司规模：100-499人,深圳市亚飞电子商务有限公司,经验：3-5年,15天前,Java工程师(数据分析),地点：深圳,15000-20000,学历：大专,公司性质：其它
,公司规模：1000-9999人,远光软件股份有限公司,经验：3-5年,15天前,开发工程师（人工智能）,地点：珠海-香洲区,20001-30000,学历：本科,公司性质：上市公司
95%,公司规模：100-499人,杭州捷配信息科技有限公司,经验：3-5年,15天前,asp.net 高级软件工程师/五星级办公环境,地点：杭州-下城区,10001-15000,学历：大专,公司性质：民营
,公司规模：20-99人,成都领诚科技有限公司,经验：3-5年,15天前,Java开发工程师,地点：成都,8000-16000,学历：本科,公司性质：民营
,公司规模：20-99人,领航融资租赁有限公司南京分公司,经验：1-3年,15天前,征审专员,地点：马鞍山,4001-6000,学历：本科,公司性质：外商独资
,公司规模：100-499人,北京点众科技有限公司,经验：1-3年,15天前,Android高级工程师,地点：北京,20001-30000,学历：本科,公司性质：民营
100%,公司规模：100-499人,河南奇酷信息技术有限公司,经验：1-3年,15天前,Python开发工程师/助理【零基础 提供住宿】,地点：郑州-金水区,6001-8000,学历：大专,公司性质：民营
,公司规模：20-99人,南昌市晶通照明工程有限公司,经验：1-3年,15天前,国际站阿里巴巴操作员,地点：南昌-南昌高新区,2001-4000,学历：不限,公司性质：民营
,公司规模：20-99人,北京凯金阿尔法科技有限责任公司,经验：10年以上,15天前,全栈工程师,地点：北京-朝阳区,35000-50000,学历：本科,公司性质：民营
,公司规模：20-99人,上海壤歌市场营销策划有限公司,经验：3-5年,15天前,语义分析师,地点：上海,15001-20000,学历：本科,公司性质：民营
,公司规模：100-499人,北京支点国际资讯投资有限公司,经验：3-5年,15天前,数据采集分析工程师,地点：北京-朝阳区,15000-25000,学历：本科,公司性质：股份制企业
,公司规模：20-99人,领航融资租赁有限公司南京分公司,经验：1-3年,15天前,征审专员,地点：南京,4001-6000,学历：本科,公司性质：外商独资
,公司规模：20-99人,北京顶当互动广告有限公司,经验：1-3年,15天前,java软件开发工程师,地点：北京,8001-10000,学历：大专,公司性质：民营
